时政	外交部原部长助理刘结一调任中联部副部长人民网6月5日电 原外交部部长助理刘结一已于近日调任中共中央对外联络部副部长；而原中共中央对外联络部副部长张志军则调任外交部担任副部长，主管欧洲地区事务和翻译室。据中联部网站，刘结一已在今年5月出任中联部副部长。不过，刘结一作为外交部部长助理最后一次见诸于媒体报道是在6月1日。当天，他以外交部部长助理的身份应约会见了美国国会众议院“美中工作小组”共同主席拉森、柯克，双方就中美关系和共同关心的问题交换了意见。在外交部网站“主要官员”一栏，张志军的照片已取代原外交部部长助理刘结一；而在中联部网站“部领导”一栏，刘结一的照片也已取代原中联部副部长张志军。张志军简历张志军，男，1953年2月生，江苏省人，大学毕业。 1975年—1988年 中共中央对外联络部七局干部、副处长； 1988年—1991年 中联部美大北欧局处长； 1991年—1994年 驻英国使馆一秘； 1994年—1996年 中联部美大北欧局副局长； 1996年—1997年 挂职任山东省淄博市委副书记； 1997年—1998年 中联部研究室主任； 1998年—2000年 中联部美大北欧局局长； 2000年  中联部副秘书长兼美大北欧局局长； 2000年—2009年 中联部副部长； 2009年— 外交部副部长。 已婚，有一女。 刘结一简历刘结一，男，汉族，生于1957年12月，北京市人，研究生毕业。1987年2月加入中国共产党。1977年1月在北京市朝阳区教师进修学校任教，1978年1月在北京外国语学院学习，1981年6月任联合国日内瓦办事处译员。1987年3月起在外交部工作，历任副处长、处长、参赞、副司长、司长。1995年8月至1998年8月任常驻联合国代表团参赞。2007年12月任外交部部长助理，2009年5月任中共中央对外联络部副部长。2008年5月任上海世界博览会组织委员会副主任委员，2009年1月任中国红十字会副会长。
娱乐	莫少聪低调接演动作新片 京郊秘密骑马练功(图)新快报(微博)讯 驻京记者 梁晓雯 报道 自从涉毒风波之后，低调复出的莫少聪(微博)一直远离媒体视线，深居简出地拍戏。日前，记者在京郊的一家农庄与骑着红色法拉利自行车的莫少聪不期而遇，据悉，他正在此处训练骑马和武术，为一部叫《光辉岁月》的动作大片做准备。当天，记者与友人前往京郊一家隐蔽的农庄游玩，此处曾经是北京最大的马场之一。一个偶然的机会，记者发现莫少聪在一座木屋后的练习场正与几个肌肉发达的小伙子在训练兵器，只见莫少聪手持一柄长剑，在训练被围攻时如何拆招。经过询问，记者获悉，莫少聪在此已接受了一个多月的骑马和武术训练。一位马师透露，莫少聪是在为一部名叫《光辉岁月》的动作大片做准备，这部影片的导演是曾志伟、熊欣欣(微博)，武术组和马术组已在马场训练多时，影片计划10月在甘肃开机。为了适应甘肃的环境，农庄里的几十匹马都会在本月底运往甘肃。马师不无自豪地向记者介绍，马场老板当年也是电影明星，早期还与姜文、张艺谋一同合作过，此马场常年为电影大片提供马术特技服务，如《满城尽带黄金甲》、《七剑》、《神话》等，而平时也接待游客游玩，晚上还可以烧烤。他透露，过些日子还会有大牌明星来练马，所以现在游客的骑马时间都被压缩了，以保证剧组的训练质量。
体育	季后赛预演绿军轻取76人 马刺客场灭老鹰第一在望新浪体育讯北京时间4月6日，马刺客场力取老鹰；凯尔特人和尼克斯都在主场过关，分别击退76人和猛龙。以下是这三场比赛的综述：马刺97-老鹰90马刺(59-19)二连胜。托尼-帕克得了26分，马努-吉诺比利18分，蒂姆-邓肯16分5个篮板。老鹰(44-34)二连败。乔-约翰逊21分，科克-辛里奇13分，艾尔-霍福德12分。约什-史密斯缺阵，替补出场的贾马尔-克劳福德20分。马刺此前曾连续输了6场，这是邓肯职业生涯首次。他们一度极大的优势也被缩小，不过马刺找回感觉，今天再次过关之后，对第二名的湖人至少保持2.5场的优势，不出意外，联盟第一仍归马刺。双方大部分时间难分高下。第四节过半时，老鹰以79-81落后。马努-吉诺比利两罚两中，帕克和麦克戴斯各投中一球后，马刺才以87-79略为拉开差距。比赛还有1分钟时，老鹰将差距缩小到5分，帕克连续四次罚球命中，马刺锁定胜局。76人82-凯尔特人99凯尔特人(54-23)二连胜。拉简-隆多16分13次助攻，保罗-皮尔斯双有18分7个篮板，凯文-加内特14分，雷-阿伦13分。76人(40-38)二连败。埃尔顿-布兰德12分，安德烈-伊戈达拉10分。替补出场的埃文-特纳21分最高。两队很可能在季后赛首轮相遇，今天当作是预演。凯尔特人大部分时间控制着场上局势。76人最后一节未能将差距缩小到8分以下。比赛还有4分40秒时，特纳上篮得手，76人以76-87落后。皮尔斯还以三分，雷-阿伦此后也远投得手，凯尔特人打出一波12-2，比赛还有1分44秒时以99-78遥遥领先。猛龙118-尼克斯131尼克斯(39-38)四连胜。阿玛雷-斯塔德迈尔和卡梅罗-安东尼各得23分，两人共抢15个篮板。替补出场的托尼-道格拉斯三分球9投6中，得了28分。尼克斯全队三分球27投15中。猛龙(21-56)则只投中3个三分球。德马尔-德罗赞得了36分10个篮板，贾里德-贝勒斯19分，埃德-戴维斯22分13个篮板，索尼-威姆斯14分。尼克斯疯狂进攻，上半场就以78-54遥遥领先。猛龙虽然火力也不弱，但在尼克斯面前相形见绌。下半场猛龙有所回升，但未能将差距缩小到个位数。终场前6分53秒，阿金国两罚两中，将比分追成100-110，这是后两节最小的差距。道格拉斯此后又频频得手，尼克斯锁定胜局。(吴哥)
体育	NCAA知识：美大学十大豪门 UCLA+肯塔基两大霸主 新浪体育讯NCAA全美大学锦标赛已经进行至最终四强战，面对多年来最黑的一届4强赛，不仅要赞叹于疯狂三月的冷门传统，也该回顾回顾历史，看看有哪些历史豪门，想想他们为何今年如此不给力：〈〈〈 NCAA疯狂三月专题主页上线，点击链接查看精彩内容1 UCLA(加州大学洛杉矶分校)13次打入全国决赛拿到11次全国冠军，其中包括了7连冠的伟业，创造了38场锦标赛连胜等一系列的NCAA记录，4次全赛季不败，为NBA输出了包括6位名人堂巨星在内的76名NBA球员，其中不乏雷吉-米勒，贾巴尔等巨星，也有乐福，维斯布鲁克等现役球星。刚刚去世的约翰-伍登带领UCLA创造了难以超越的传奇，近年来球队也曾连续三次打进最终四强，在这份榜单上UCLA可以当之无愧地排名第一。2 肯塔基大学肯塔基大学是最有希望挑战UCLA王者地位的球队，他们是4，50年代的老大，保持着史上胜场数最多和胜率最高的记录，同时拥有仅次于UCLA的7个全国冠军头衔。球星众多是肯塔基的传统，至今为止在NBA奋斗过的校友有96人，这一数据也领衔全国。名帅帕特-莱利正是肯塔基毕业。现役球员有沃尔，隆多等13人。3 北卡罗来纳大学乔丹母校北卡是最盛产球星的学校之一，为NBA输出了乔丹，沃西，比利-康宁汉姆，麦卡杜等名人堂级别的球星，名帅拉里-布朗也出身于此，同时还有其他4位名人堂教练。北卡史上5次捧起全国冠军奖杯，保持着25胜场以上赛季数的记录(31个)。4 印第安纳大学近年来境况不佳的印第安纳大学历史上也是NCAA顶级豪强，5次夺得全国冠军，他们最会辉煌的年代是鲍勃-奈特教练在位的三十年，这期间他们三次登顶。进入新世纪以来印第安纳一直处于摇摆重建的时期。5 堪萨斯大学堪萨斯80多年中一直是NCAA中的强队，8次杀入总决赛三夺冠军，历史胜场数排名第二。拉里-布朗，罗伊-威廉姆斯两名名帅均在此留下过足迹。堪萨斯为NBA贡献了张伯伦，皮尔斯，曼宁等球星。6 杜克大学在K教练的指导下，杜克成为了NCAA的新兴豪门，虽然历史和前面的传统豪门相比不够辉煌，近20年来他们总共4次称霸全国，并为NBA输送了布泽尔，布兰德等全明星球员。7 俄亥俄州立大学以橄榄球实力著称的俄亥俄州立大学篮球队历史上也曾在40年代和60年代有过辉煌的成绩，共11次杀入最终四强，而且进入新千年以来他们的表现也堪称全国顶级。8 路易斯维尔大学虽然一直徘徊在各个赛区之间，但路易斯维尔自从70年代以来一直稳定地保持着全国锦标赛级别的水平，并两次拿下全国冠军，也出产过维斯-昂赛尔德这样有分量的球星。9 密歇根州立大学魔术师约翰逊的母校，拿到过1979年和2000年两次全国冠军，在现任教练汤姆-伊索接手后战绩一直不错。10 密歇根大学5次杀入全国总决赛，曾有过著名的“密歇根五虎”，出产过格伦-莱斯，韦伯等NBA球员。(silencer)新浪体育讯NCAA全美大学锦标赛已经进行至最终四强战，面对多年来最黑的一届4强赛，不仅要赞叹于疯狂三月的冷门传统，也该回顾回顾历史，看看有哪些历史豪门，想想他们为何今年如此不给力：〈〈〈 NCAA疯狂三月专题主页上线，点击链接查看精彩内容1 UCLA(加州大学洛杉矶分校)13次打入全国决赛拿到11次全国冠军，其中包括了7连冠的伟业，创造了38场锦标赛连胜等一系列的NCAA记录，4次全赛季不败，为NBA输出了包括6位名人堂巨星在内的76名NBA球员，其中不乏雷吉-米勒，贾巴尔等巨星，也有乐福，维斯布鲁克等现役球星。刚刚去世的约翰-伍登带领UCLA创造了难以超越的传奇，近年来球队也曾连续三次打进最终四强，在这份榜单上UCLA可以当之无愧地排名第一。2 肯塔基大学肯塔基大学是最有希望挑战UCLA王者地位的球队，他们是4，50年代的老大，保持着史上胜场数最多和胜率最高的记录，同时拥有仅次于UCLA的7个全国冠军头衔。球星众多是肯塔基的传统，至今为止在NBA奋斗过的校友有96人，这一数据也领衔全国。名帅帕特-莱利正是肯塔基毕业。现役球员有沃尔，隆多等13人。3 北卡罗来纳大学乔丹母校北卡是最盛产球星的学校之一，为NBA输出了乔丹，沃西，比利-康宁汉姆，麦卡杜等名人堂级别的球星，名帅拉里-布朗也出身于此，同时还有其他4位名人堂教练。北卡史上5次捧起全国冠军奖杯，保持着25胜场以上赛季数的记录(31个)。4 印第安纳大学近年来境况不佳的印第安纳大学历史上也是NCAA顶级豪强，5次夺得全国冠军，他们最会辉煌的年代是鲍勃-奈特教练在位的三十年，这期间他们三次登顶。进入新世纪以来印第安纳一直处于摇摆重建的时期。5 堪萨斯大学堪萨斯80多年中一直是NCAA中的强队，8次杀入总决赛三夺冠军，历史胜场数排名第二。拉里-布朗，罗伊-威廉姆斯两名名帅均在此留下过足迹。堪萨斯为NBA贡献了张伯伦，皮尔斯，曼宁等球星。6 杜克大学在K教练的指导下，杜克成为了NCAA的新兴豪门，虽然历史和前面的传统豪门相比不够辉煌，近20年来他们总共4次称霸全国，并为NBA输送了布泽尔，布兰德等全明星球员。7 俄亥俄州立大学以橄榄球实力著称的俄亥俄州立大学篮球队历史上也曾在40年代和60年代有过辉煌的成绩，共11次杀入最终四强，而且进入新千年以来他们的表现也堪称全国顶级。8 路易斯维尔大学虽然一直徘徊在各个赛区之间，但路易斯维尔自从70年代以来一直稳定地保持着全国锦标赛级别的水平，并两次拿下全国冠军，也出产过维斯-昂赛尔德这样有分量的球星。9 密歇根州立大学魔术师约翰逊的母校，拿到过1979年和2000年两次全国冠军，在现任教练汤姆-伊索接手后战绩一直不错。10 密歇根大学5次杀入全国总决赛，曾有过著名的“密歇根五虎”，出产过格伦-莱斯，韦伯等NBA球员。(silencer)
科技	感受完美音质 4GB容量艾利和E150仅售499    最近韩国数码影音品牌iriver旗下MP3、MP4等产品相继降价。而且降幅较大，机会难得快快行动起来，晚一步就怕它们装进别人口兜里了哦！其中充满人性化设计的E150就是其中代表，现在2GB售价449元，4GB为549元，作为一款实打实的多功能MP4播放器，可以说是相当超值。    E150上市没多久，就引发了各方面极大的关注，它的机身尺寸为95×47.8×13mm，重约64.5g，虽较之前的E100体积稍大。但细微的增大更符合人体工学设计，尤其是省去了D-Click操作区的横线接缝，单手持握和操作感都更舒适。新颖的8种缤纷GUI功能背景图是E150的特色，简约的风尚一目了然，它的液晶屏仍为2.4英寸26万色但成像效果更鲜艳且避免了失真，在320 X 240分辨率下观看视频或图片，屏幕会自动默认为为横画幅。    音质上E150继续支持FLAC无损音频，搭配SRS WOW HD、7种预设EQ和一个用户自定义EQ，音效丰富，特别是DBB动态重低音增益使极低频状态下的声音表现力性更扎实浑厚。E150的立体声扬声器功率升级为1W x 2；对单个TXT格式文本大小增至10MB，读取速度更快，另外新增了Study外语学习模式，有助于提高学习效率。    编辑点评，E150因芯片升级使功能表现力有了质的飞跃；外观设计更显人性化且脱胎换骨，将E150归为iriver定的用心之作毫不言过。现仅售449元（2GB）和549元（4GB）。    最近韩国数码影音品牌iriver旗下MP3、MP4等产品相继降价。而且降幅较大，机会难得快快行动起来，晚一步就怕它们装进别人口兜里了哦！其中充满人性化设计的E150就是其中代表，现在2GB售价449元，4GB为549元，作为一款实打实的多功能MP4播放器，可以说是相当超值。    E150上市没多久，就引发了各方面极大的关注，它的机身尺寸为95×47.8×13mm，重约64.5g，虽较之前的E100体积稍大。但细微的增大更符合人体工学设计，尤其是省去了D-Click操作区的横线接缝，单手持握和操作感都更舒适。新颖的8种缤纷GUI功能背景图是E150的特色，简约的风尚一目了然，它的液晶屏仍为2.4英寸26万色但成像效果更鲜艳且避免了失真，在320 X 240分辨率下观看视频或图片，屏幕会自动默认为为横画幅。    音质上E150继续支持FLAC无损音频，搭配SRS WOW HD、7种预设EQ和一个用户自定义EQ，音效丰富，特别是DBB动态重低音增益使极低频状态下的声音表现力性更扎实浑厚。E150的立体声扬声器功率升级为1W x 2；对单个TXT格式文本大小增至10MB，读取速度更快，另外新增了Study外语学习模式，有助于提高学习效率。    编辑点评，E150因芯片升级使功能表现力有了质的飞跃；外观设计更显人性化且脱胎换骨，将E150归为iriver定的用心之作毫不言过。现仅售449元（2GB）和549元（4GB）。
教育	美约13亚裔学生曾被欺凌 问题严重引白宫关注中新网(微博)10月30日电 据美国《侨报》报道，美国亚裔学生传统上被视为“软弱可欺”，他们在学校里更经常被欺负，约1/3的人有被欺凌的经历。问题的严重性已引起白宫关注，白宫亚太裔行动委员会(AAPI)28日举办“反欺凌峰会”(White House Initiative Bullying Prevention Summit)，邀请学生讲述他们的经历，并指导他们如何反抗欺凌。这次峰会长达一天，参加者有教育部民权事务官员、亚美法律援助处等民权机构，来自纽约和费城的学生，教师和家长。心理医生乔尔·哈伯指出，欺凌是一种权力不对等行为，其中一人认为自己有权凌驾于另一个人之上。一方不接受这种行为，但另一方继续为之。他称欺凌与矛盾不同，人与人之间会有矛盾，但他们拥有对等的权力。例如，你拿别人开玩笑，对方不喜欢你这么做，但你继续为之，便构成欺凌。哈伯介绍，欺凌有多种形式，包括言语上、身体上、关系上和网络上。散布流言蜚语，把某人排除在社交圈之外，这种关系上的欺凌是最伤害人的。在网络上说别人坏话，也是欺凌，它非常可怕，因为你不知道是谁干的，而且消息一传千里。哈伯还指出，约1/3的亚裔学生表示他们曾经被欺负过。亚美法律援助处托马斯·马利亚达森分析，亚裔被认为是好学生的榜样：成绩好，不爱说话，这使他们成为被欺负的对象。他鼓励学生向学校举报，并把事情经过记录下来，还要跟进校方是否采取了行动。会上有学生发言讲述他们的亲身经历。一位亚裔学生说，学校应该向那些被欺负的学生伸出援手，让他们把事情说出来，学生有时候并不清楚他们有权反抗欺凌，而以为只有老师才有权管教学生。来自费城的华裔社区代表林旭在现场接受采访时表示，校园欺凌现象在当地一些学校里普遍存在，哪怕是南费城高中事件之后，这种问题仍然时有发生，比如有人会从背后突然撞你一下，这种欺凌让他周围很多的朋友对美国的学校感到失望，本来他们是希望来美国接受更好的教育，但没想到校园里会有这么多欺凌和暴力，这让他们无心再读书，很多人选择辍学。林旭表示，这让他觉得，亚裔社区机构仍有很多工作要做，大家要一起来制止这一问题的一再发生。此前，2010年美国教育部提出了对抗校园欺凌的指导方针。教育部向小、中学及大专院校发出信函，向教育人士说明校方有法律义务保护学生不受歧视，以及校方该如何应对。今年8月，奥巴马政府举办了第一场全国校园欺凌高峰会，并发起“立即停止校园欺凌”的活动，该活动在网站上提供如何有效反对欺凌的资讯。
时尚	单品橱窗：万能帽子入围时髦假期一顶万能的帽子说帽子万能绝对不是夸张，因为它的的确确既能帮你遮阳挡脸，还能起到装饰作用。实在是度假旅行中必备的时尚单品。最能遮挡太阳光的款式，适合搭配田园或海滩风格的服装。适宜脸型： 几乎任何脸型都可以，巨大的帽檐还可以起到修饰作用。若感觉大草帽不方便携带，质地柔软的棉布渔夫帽便是最好的选择。 适宜脸型： 较宽的方形脸。一条昼夜“通勤”的Dress一件式的连身裙近年来备受关注。的确，实用简洁的款式能够让你轻松游走于休闲与小型聚会场合之间。尤其是在度假期间，难免会有三五好友抑或是社交型的临时Party，一件纯棉质地的小Dress既方便携带又能够适应各种场合。舒服柔软且不怕褶皱的质地，简单休闲的款式都是你在旅途中所需要的。带有精致细节的纯棉Dress,即使遇到临时Party,也是可以应付自如的。
财经	中银基金公司获批QDII资格本报讯 记者从中银基金管理公司获悉，该公司已正式获得合格境内机构投资者从事境外证券投资管理(QDII)业务资格。据了解，中银基金为QDII业务发展做了充分的前期准备。目前，中银基金配备了具有丰富海外投资管理经验的团队，构建了科学合理的组织架构和清晰的投资管理流程。(张 哲)
娱乐	组图：谢霆锋拍《证人》 抢救被活埋女童而落泪新浪娱乐讯 英皇电影荣誉呈献的争议性电影《证人》内地将提早于11月20日上映，18至20日期间，导演林超贤将率领一众演员包括谢霆锋( 听歌)、张家辉(听歌 blog)、张静(blog)初( blog)与苗圃( 听歌 blog)，进行全国旋风式宣传，首站将由北京开始，走访上海、成都、广州及深圳等地与大家见面。 电影拍出人性阴暗面，末段情节女童更被泥沙活埋，谢霆锋要从泥堆中把女孩挖出，他坦言拍此场戏前失眠足足一星期，更紧张地请教导演该如何拍，承受莫大压力，怕挖泥速度不够快会令女童有危险。更感慨道：“如果这次没有这位小妹妹，我猜我演不下去。”女童在戏里戏外均乖巧听话，而且思想成熟，霆锋与家辉均十分疼爱她。 在拍摄此场戏时，女童要在屯门一货仓的黑暗污秽环境底下拍摄超过20小时，途中只小睡10分钟，再拍被泥沙活埋的一幕，大家均十分担心，怕她体力不支。幸好戏中的泥沙是以木糠及水松粉等十分轻的物质组成。当导演林超贤要小女孩哭的时候，唯有让她吃大量芥末以便入戏，而小女孩亦欣然接受，坚强又勇敢。 谢霆锋更要淘手挖足30秒才看见女童的腿，即使里有呼吸箱助女童呼吸，但由于霆锋老已对女童产生了真切的关怀，令他当下十分紧张：“我很担心她有事，整部戏只担心这幕，想了很多遍该怎样做。”他更惊觉这幕戏令他断了的泪腺再次有眼泪流出：“自前几年在拍戏时断了右边泪腺后已很少哭，但当我挖她出来时实在太入戏，当天竟然右眼也有眼泪流出！”对霆锋来说，这是他人生中最重要的一幕戏。 由于拍戏时霆锋与家辉均身穿t-shirt，他们坚持不穿保护垫。霆锋更要在地上被家辉打个落花流水，兼360度后空翻落地，令霆锋撞至周身瘀伤。原来当中有不少动作更是家辉与霆锋即兴于现场想出来，那种歇斯(听歌)底里用头互撼等搏命动作全由两位主角一手策划自虐，其间他们亦有请教武指董玮，霆锋：“当时我们想到就做，幸好董玮师父对我们很信任。”TUNGSTAR/文并图 
娱乐	《形影不离》入选釜山电影节 吴彦祖盼上映(图)新浪娱乐讯 由华强方特影业出品，伍仕贤(微博)自编自导，集合奥斯卡影帝凯文史派西、吴彦祖(微博)、龚蓓?(微博)、闫妮等主演的悬疑喜剧《形影不离》8月29日宣布正式邀请《形影不离》参展10月份举行的釜山国际电影节“亚洲之窗”单元，这也是伍仕贤导演继《车四十四》、《独自等待》后第三次入围该电影节。接受采访时，伍仕贤确认了这一信息，表示很荣幸的同时，他也希望此番国际亮相能推进电影和国内观众的见面，“釜山电影节有影响力，当然是好事；但我更看重国内的上映，但愿投资方能很快确定国内发行及上映档期吧。”同样迫切的还有刚宣传完《窃听风云2(微博)》的吴彦祖，他在此前的博客文章中就赞美过《形影不离》是个“真的让我异常兴奋的电影，我也迫不及待地想让它和观众们见面。”《形影不离》电影节首映 入围亚洲之窗被赞新奇电影创办于1996年的釜山国际电影节，是亚洲最重要的国际电影节之一，《形影不离》所入围的“亚洲之窗”单元，则是电影节为展示最新最优秀的亚洲电影专设单元，备受国际媒体关注。“《形影不离》是一部非常独特的新奇电影。”这是釜山电影节选片人观影后的感受，因此组委会第一时间发出邀请，并表示希望在电影节上举办《形影不离》的电影节首映。巧合的是，当年伍仕贤导演的《车四十四》和《独自等待》也都曾入围釜山电影节，只是因为各种原因《独自等待》最后选择东京国际电影节。当个人第三部电影作品、连续第三次入围釜山后，感叹缘分的同时，伍仕贤导演欣然接受并表示“能被邀请很荣幸，釜山的观众很热情，希望片方能让内地观众也尽快看到我们的电影。”新片国外吃香国内待放 伍仕贤下一步转型动作喜剧《形影不离》是伍仕贤亲继《独自等待》后耗费五年时间精心打磨的故事，主演包括奥斯卡影帝凯文·史派西、吴彦祖、龚蓓?、闫妮、以及《越狱》男星彼得·斯特曼等。电影讲述了一位在家庭和事业方面问题重重的年轻工程师(吴彦祖饰)和一名神秘莫测的美国人(凯文·史派西饰)偶遇后，开始不断发生惊险刺激的事情，“失控”的他们共同踏上了生命中一个完全意外的旅途……据了解，《形影不离》今年春节完成后期制作后，已卖出南美、欧洲等多个地区版权，国内也有多家重头公司上门寻求发行权，但投资方一直没有宣布上映档期。虽然只能“独自等待”，不过伍仕贤也没有闲着，除了美国索尼公司的片约，伍仕贤导演也与好莱坞编剧，创作了一部场面劲爆的动作喜剧，故事围绕两个劫匪遭遇追杀后的逃亡之路展开，《形影不离》里合作非常愉快的吴彦祖仍是新片主演之一的首选。
家居	楼市开始复苏 深圳家居市场迎来新一波热潮对于不少从事家居行业的生意人来说，经历2008年就宛若在漫长的隆冬里煎熬。所幸的是，2009年开年后房市回暖，这让处于其下游链条的家居市场获得了复苏的力量。昨日，记者走访乐安居、百安居、世纪中心·红星美凯龙等家居市场，感受到一派暖洋洋的景象。 销量上涨三至五成“去年销售走都走不动，今年就回过劲儿来了。”这是记者在采访销售人员过程中最常听的一句话。在世纪中心·红星美凯龙家具广场，柏森家具店长杨仰东在谈到去年生意状况时，不免有些叹气，“受楼市影响，去年我们在深圳的整体情况都不好，拿到的订单也比往年少。”谈及今年情况，杨店长的语气一下舒缓了不少，“今年上半年，我们的销量同比增长了近一半。与房地产商的合作还给我们带来了‘购物团’，现在我们每天的客流量最多能达到五六十人，其中还有10%左右来自辽宁等外地的客户，他们下单后可回本地取货。”在乐安居福田中心店，惠万家陶瓷店的销售员杨先生说：“去年我们基本没有什么外地客户，今年就占到了10%以上，大部分来自香港，多半是在熟客的推荐下过来的。”据乐安居副总经理曹楷灵介绍，去年受楼市低迷影响，整个家居行业面临严峻考验。以乐安居为例，2008年整体销售量较往年下滑10%至15%，对于惯常是旺季的下半年来说，也没有出现预期的井喷现象。“当时，不少建材商估摸着2009年可能会遇到更低的低潮，因此在产量的投放等方面都作了限制。”但没想到，2009年一开年，乐安居就迎来开门红，销量同期上涨20%到30%。“现在很多建材商都在加紧赶工，忙都忙不过来，市场真的回暖了。”曹楷灵分析，今年家居行业回暖主要源于楼市的复苏，在其刚性需求的影响下，去年积压的购买力在今年得到大量释放。不少消费者见行情上涨，加紧了购买计划，导致今年家居市场出现“火爆”场景。产品价格整体平稳 家居行业回暖，产品价格是否有较大调整？曹楷灵告诉记者，不排除部分产品会有调高的可能性，这一部分可能会集中在新品当中，但常规性商品价格整体平稳，还没有出现调高的迹象。受访的多位业内人士均表示，下半年是家装旺季，但价格不会出现太大调整。一般而言，做家居这一行的上半年会有微亏或持平，下半年才开始赚到钱，如果在这个基础上还要提价的话，就会得不偿失。此外，由于去年价格上涨的钢铁原料在今年年初有所回落，因此今年的五金价格微微下调。记者通过走访还发现，目前不少商家正进行促销活动，小至电插座，大至高档家私，均有不同折扣的优惠。在一家知名家居市场里，导购员小郭告诉记者，到了“十一”，他们还有一波大型的促销活动，“到时候可能就要人挤人了。”后市发展看楼市脸色上半年家居行业出现的销售回升，让不少销售人员对下半年更大一波热潮的到来抱有信心。不过，一些业内人士则建议，要理性看待市场趋势，尤其要注意楼市的走向。世纪中心·红星美凯龙副总经理郭键在接受记者采访时表示，家装行业虽随着房市回暖而走高，但并不希望看到房价“虚高”，因为“虚高”对高档家居市场是个不小的冲击。“投资客并不需要实实在在地装修住家，所以大户型、豪宅的高端客户购买力并没有被家居市场真正吸收。相反，摆饰等适合白领阶层的中档家居则更受欢迎。”曹楷灵也表示，目前楼价太高，影响了整体消费者的购买力，使不少消费者的购房热情降低。下半年是装修旺季，她估计家居市场不会一下子出现“过火”的情况，还得靠刚性需求维持平稳的状态。 
